,idstd,Ancienneté,size_Large,size_Medium,size_Small,colab,Secteur_Service,Secteur_Production,IT,R&D,Country_BA,Country_NE,Country_PA,innovation2
1868,566085,0.783462442427084,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1869,566086,-0.0582052793216949,0,1,0,0.0,0,0,1.0,1.0,0,0,0,1.0
1870,566087,-0.3387611865712879,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1871,566097,1.2042963033014733,0,1,0,1.0,0,0,1.0,1.0,0,0,0,4.0
1872,566101,-0.7595950474456774,0,1,0,0.0,0,0,1.0,1.0,0,0,0,3.0
1873,566104,-0.1283442561340932,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
1874,566105,-0.8998730010704739,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1875,566108,-0.8998730010704739,0,1,0,1.0,0,0,0.0,1.0,0,0,0,2.0
1876,566110,1.2042963033014733,1,0,0,0.0,0,0,1.0,1.0,0,0,0,3.0
1877,566111,-1.1804289083200667,1,0,0,0.0,0,0,0.0,1.0,0,0,0,2.0
1878,566112,-1.0401509546952703,0,1,0,0.0,0,0,1.0,1.0,0,0,0,4.0
1879,566113,2.396658909112244,1,0,0,0.0,0,0,0.0,1.0,0,0,0,1.0
1880,566115,0.5730455119898892,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1881,566121,-0.8998730010704739,1,0,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1882,566122,-0.6894560706332792,0,1,0,0.0,0,0,1.0,1.0,0,0,0,3.0
1883,566123,0.8536014192394822,1,0,0,0.0,0,0,1.0,1.0,0,0,0,3.0
1884,566124,0.8536014192394822,1,0,0,0.0,0,0,1.0,0.0,0,0,0,3.0
1885,566125,0.0820726743031015,1,0,0,0.0,0,0,1.0,1.0,0,0,0,4.0
1886,566126,1.414713233738668,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1887,566127,0.3626285815526945,1,0,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1888,566130,-0.0582052793216949,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1889,566132,2.4667978859246418,1,0,0,0.0,0,0,1.0,1.0,0,0,0,3.0
1890,566133,-0.1283442561340932,1,0,0,0.0,0,0,1.0,1.0,0,0,0,4.0
1891,566136,1.6251301641758629,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1892,566137,-0.5491781170084826,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1893,566141,-0.6193170938208808,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1894,566142,-0.4790391401960844,1,0,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1895,566143,-0.2686222097588897,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1896,566151,0.9938793728642786,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1897,566153,0.502906535177491,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1898,566158,1.2744352801138716,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1899,566175,-0.7595950474456774,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1900,566178,-0.970011977882872,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1901,566184,0.783462442427084,0,1,0,0.0,0,0,1.0,1.0,0,0,0,4.0
1902,566185,0.9237403960518804,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1903,566186,-0.8297340242580756,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1904,566187,1.2744352801138716,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1905,566188,0.0119336974907032,1,0,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1906,566192,1.414713233738668,0,1,0,1.0,0,0,0.0,1.0,0,0,0,2.0
1907,566193,1.34457425692627,0,1,0,1.0,0,0,1.0,1.0,0,0,0,3.0
1908,566195,-0.4089001633836862,1,0,0,0.0,0,0,1.0,1.0,0,0,0,3.0
1909,566198,-0.6894560706332792,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1910,566200,0.783462442427084,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1911,566201,1.0640183496766769,0,1,0,0.0,0,0,1.0,1.0,0,0,0,4.0
1912,566205,1.0640183496766769,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1913,566206,-0.970011977882872,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1914,566207,-0.2686222097588897,1,0,0,0.0,0,0,1.0,1.0,0,0,0,4.0
1915,566210,0.8536014192394822,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1916,566223,0.6431844888022875,0,1,0,0.0,0,0,1.0,1.0,0,0,0,3.0
1917,566225,-0.1283442561340932,1,0,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1918,566229,0.5730455119898892,1,0,0,0.0,0,0,1.0,1.0,0,0,0,4.0
1919,566230,-0.1283442561340932,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1920,566231,-0.8297340242580756,1,0,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1921,566233,-1.0401509546952703,0,1,0,0.0,0,0,1.0,1.0,0,0,0,4.0
1922,566234,-0.8297340242580756,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1923,566235,-0.1283442561340932,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1924,566236,0.5730455119898892,0,1,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1925,566240,0.4327675583650927,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1926,566242,0.4327675583650927,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1927,566245,-0.8998730010704739,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1928,566246,-1.1102899315076686,0,1,0,0.0,0,0,1.0,1.0,0,0,0,4.0
1929,566248,-1.250567885132465,1,0,0,0.0,0,0,1.0,1.0,0,0,0,3.0
1930,566249,-0.8297340242580756,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1931,566250,-1.1804289083200667,1,0,0,1.0,0,0,1.0,1.0,0,0,0,4.0
1932,566251,-0.8998730010704739,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1933,566252,-0.970011977882872,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1934,566257,0.0119336974907032,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1935,566263,0.9237403960518804,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1936,566268,0.222350627927898,0,1,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1937,566269,-0.1984832329464914,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1938,566270,-0.6894560706332792,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1939,566271,0.7133234656146857,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1940,566273,0.2924896047402963,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1941,566274,-0.6894560706332792,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1942,566275,2.045964025050252,1,0,0,0.0,0,0,0.0,1.0,0,0,0,2.0
1943,566276,0.783462442427084,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1944,566277,2.326519932299845,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1945,566280,0.6431844888022875,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1946,566282,1.4848522105510664,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1947,566283,-0.8998730010704739,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1948,566284,-0.6894560706332792,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1949,566285,-0.8998730010704739,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1950,566286,-0.8297340242580756,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1951,566287,-0.0582052793216949,1,0,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1952,566288,0.9237403960518804,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1953,566291,2.045964025050252,1,0,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1954,566292,1.8355470946130577,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1955,566294,-0.6894560706332792,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1956,566295,2.4667978859246418,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1957,566296,0.2924896047402963,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1958,566297,3.3084656076734205,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1959,566299,0.502906535177491,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1960,566302,-0.8998730010704739,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1961,566303,-0.6894560706332792,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1962,566307,0.6431844888022875,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1963,566309,-0.8998730010704739,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1964,566316,0.783462442427084,1,0,0,0.0,0,0,1.0,1.0,0,0,0,4.0
1965,566318,0.1522116511154997,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1966,566319,1.2744352801138716,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1967,566320,0.6431844888022875,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1968,566322,-0.7595950474456774,1,0,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1969,566323,2.256380955487447,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1970,566324,-0.3387611865712879,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1971,566325,1.765408117800659,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
1972,566326,-0.8297340242580756,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1973,566328,-0.0582052793216949,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1974,566332,0.2924896047402963,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
1975,566335,-0.8998730010704739,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1976,566336,0.4327675583650927,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1977,566337,-0.7595950474456774,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1978,566346,1.0640183496766769,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1979,566347,0.2924896047402963,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1980,566354,1.8355470946130577,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1981,566356,0.5730455119898892,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1982,566368,-0.4790391401960844,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1983,566375,-0.0582052793216949,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1984,566379,0.2924896047402963,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1985,566382,-0.6894560706332792,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1986,566384,-0.0582052793216949,1,0,0,0.0,0,0,1.0,1.0,0,0,0,3.0
1987,566387,0.0119336974907032,0,1,0,1.0,0,0,0.0,1.0,0,0,0,2.0
1988,566390,-0.6894560706332792,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1989,566397,0.783462442427084,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1990,566401,0.502906535177491,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1991,566404,-0.0582052793216949,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1992,566409,2.7473537931742347,0,1,0,0.0,0,0,0.0,0.0,0,0,0,3.0
1993,566410,-0.2686222097588897,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1994,566416,-0.1984832329464914,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1995,566418,-0.7595950474456774,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
1996,566426,-0.7595950474456774,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1997,566428,-0.6894560706332792,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
1998,566429,1.2042963033014733,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
1999,566443,2.1161030018626508,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2000,566448,1.1341573264890752,0,1,0,1.0,0,0,0.0,1.0,0,0,0,4.0
2001,566449,-0.0582052793216949,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2002,566454,-0.8998730010704739,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2003,566455,-0.6894560706332792,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2004,566456,-0.1283442561340932,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2005,566464,-0.6894560706332792,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2006,566465,0.3626285815526945,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
2007,566466,-0.6894560706332792,0,1,0,1.0,0,0,0.0,1.0,0,0,0,4.0
2008,566467,1.2042963033014733,0,1,0,0.0,0,0,0.0,0.0,0,0,0,3.0
2009,566481,0.0119336974907032,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2010,566482,0.0820726743031015,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2011,566497,1.2042963033014733,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
2012,566503,-0.1984832329464914,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2013,566505,-1.1102899315076686,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2014,566507,-1.250567885132465,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2015,566511,-1.1804289083200667,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2016,566517,0.783462442427084,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2017,566524,-1.1102899315076686,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2018,566557,2.045964025050252,1,0,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2019,566558,-0.4790391401960844,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2020,566559,-0.8998730010704739,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2021,566564,-0.5491781170084826,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2022,566565,0.3626285815526945,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2023,566579,-0.8998730010704739,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2024,566580,-0.970011977882872,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2025,566581,0.1522116511154997,0,1,0,0.0,0,0,1.0,1.0,0,0,0,2.0
2026,566590,1.765408117800659,0,1,0,0.0,0,0,0.0,0.0,0,0,0,3.0
2027,566593,1.4848522105510664,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2028,566595,-0.6193170938208808,0,1,0,0.0,0,0,0.0,0.0,0,0,0,2.0
2029,566600,-0.3387611865712879,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2030,566603,-0.0582052793216949,1,0,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2031,566620,-0.5491781170084826,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2032,566621,2.1161030018626508,0,1,0,0.0,0,0,0.0,0.0,0,0,0,2.0
2033,566623,2.1161030018626508,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2034,566625,-0.4790391401960844,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2035,566641,4.781384120733784,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2036,566656,-0.0582052793216949,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2037,566662,-1.1804289083200667,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2038,566663,-1.0401509546952703,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2039,566688,-0.6193170938208808,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2040,566693,-0.6193170938208808,0,1,0,0.0,0,0,1.0,1.0,0,0,0,3.0
2041,566694,-0.7595950474456774,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2042,566697,-0.6894560706332792,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2043,566698,-0.970011977882872,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2044,566700,-0.7595950474456774,0,1,0,1.0,0,0,0.0,0.0,0,0,0,4.0
2045,566701,-0.7595950474456774,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2046,566708,3.378604584485819,0,1,0,0.0,0,0,1.0,1.0,0,0,0,3.0
2047,566711,-0.8297340242580756,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2048,566714,-0.8297340242580756,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2049,566715,-0.7595950474456774,0,1,0,0.0,0,0,1.0,1.0,0,0,0,1.0
2050,566716,0.4327675583650927,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
2051,566718,0.0820726743031015,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2052,566720,-1.1804289083200667,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2053,566721,-0.8998730010704739,0,1,0,1.0,0,0,1.0,1.0,0,0,0,3.0
2054,566725,0.222350627927898,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2055,566727,0.222350627927898,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2056,566732,3.72929946854781,1,0,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2057,566737,0.502906535177491,1,0,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2058,566742,-0.8998730010704739,1,0,0,0.0,0,0,1.0,1.0,0,0,0,0.0
2059,566745,2.53693686273704,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2060,566746,1.2042963033014733,1,0,0,0.0,0,0,0.0,1.0,0,0,0,0.0
2061,566747,-1.250567885132465,0,1,0,1.0,0,0,1.0,1.0,0,0,0,3.0
2062,566749,-0.4089001633836862,0,1,0,0.0,0,0,1.0,1.0,0,0,0,4.0
2063,566751,0.7133234656146857,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2064,566756,-0.6894560706332792,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2065,566760,0.7133234656146857,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2066,566762,-0.4790391401960844,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2067,566766,-1.0401509546952703,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2068,566767,2.53693686273704,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2069,566770,-0.970011977882872,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2070,566771,-0.4089001633836862,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2071,566772,-0.5491781170084826,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2072,566777,-0.4790391401960844,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2073,566779,-0.8998730010704739,0,1,0,0.0,0,0,1.0,1.0,0,0,0,3.0
2074,566783,-0.8998730010704739,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2075,566788,-0.7595950474456774,1,0,0,1.0,0,0,1.0,1.0,0,0,0,4.0
2076,566790,0.1522116511154997,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2077,566791,-0.5491781170084826,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2078,566792,-0.6894560706332792,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2079,566800,-0.8998730010704739,1,0,0,1.0,0,0,0.0,1.0,0,0,0,3.0
2080,566808,0.6431844888022875,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2081,566811,-0.970011977882872,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2082,566817,-0.6894560706332792,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2083,566820,-0.8998730010704739,1,0,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2084,566821,0.5730455119898892,0,0,1,0.0,0,0,0.0,1.0,0,0,0,2.0
2085,566828,3.2383266308610223,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2086,566833,0.222350627927898,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2087,566843,-0.6894560706332792,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2088,566853,-0.1283442561340932,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2089,566855,-0.6894560706332792,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2090,566858,-0.6193170938208808,1,0,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2091,566861,-0.970011977882872,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2092,566863,3.448743561298217,1,0,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2093,566864,-0.6193170938208808,0,1,0,0.0,0,0,0.0,0.0,0,0,0,1.0
2094,566873,0.0119336974907032,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
2095,566874,-0.3387611865712879,1,0,0,0.0,1,0,1.0,1.0,0,0,0,3.0
2096,566875,-0.6193170938208808,0,1,0,0.0,1,0,0.0,1.0,0,0,0,2.0
2097,566876,-0.5491781170084826,0,1,0,0.0,1,0,0.0,1.0,0,0,0,3.0
2098,566888,-1.0401509546952703,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2099,566889,-0.6894560706332792,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2100,566892,1.0640183496766769,0,1,0,0.0,0,0,1.0,1.0,0,0,0,3.0
2101,566907,0.222350627927898,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2102,566919,2.256380955487447,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2103,566921,-0.4790391401960844,1,0,0,1.0,0,0,1.0,1.0,0,0,0,4.0
2104,566930,-1.0401509546952703,0,1,0,1.0,0,0,0.0,1.0,0,0,0,4.0
2105,566933,-1.0401509546952703,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2106,566940,0.0820726743031015,0,1,0,0.0,0,0,0.0,0.0,0,0,0,1.0
2107,566942,-1.1804289083200667,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2108,566943,-1.1804289083200667,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2109,566952,-1.1102899315076686,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2110,566953,-1.3908458387572615,0,1,0,1.0,0,0,0.0,1.0,0,0,0,4.0
2111,566956,0.7133234656146857,0,1,0,0.0,0,0,1.0,1.0,0,0,0,2.0
2112,566957,-1.1804289083200667,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2113,566962,-1.250567885132465,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2114,566965,-0.970011977882872,1,0,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2115,566967,-1.250567885132465,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2116,566968,4.851523097546182,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2117,566969,0.502906535177491,0,1,0,1.0,0,0,1.0,1.0,0,0,0,2.0
2118,566981,0.502906535177491,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2119,566982,0.9237403960518804,1,0,0,1.0,0,0,1.0,1.0,0,0,0,3.0
2120,566984,-0.4089001633836862,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2121,566986,-0.4089001633836862,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2122,566987,-0.1283442561340932,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2123,566988,-0.970011977882872,1,0,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2124,566990,-0.8297340242580756,1,0,0,0.0,0,0,1.0,1.0,0,0,0,2.0
2125,566991,-0.8998730010704739,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2126,566992,-0.4790391401960844,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2127,566993,-0.7595950474456774,1,0,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2128,566994,-0.5491781170084826,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2129,566995,-0.8297340242580756,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2130,566996,0.4327675583650927,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
2131,567001,-0.4089001633836862,0,1,0,1.0,0,0,0.0,1.0,0,0,0,4.0
2132,567002,-0.970011977882872,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2133,567004,0.4327675583650927,1,0,0,1.0,0,0,0.0,1.0,0,0,0,4.0
2134,567005,-0.6894560706332792,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2135,567009,-0.7595950474456774,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2136,567010,0.1522116511154997,0,1,0,1.0,0,0,0.0,1.0,0,0,0,2.0
2137,567014,-0.8998730010704739,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2138,567018,0.222350627927898,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2139,567019,0.7133234656146857,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2140,567024,0.783462442427084,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
2141,567026,0.222350627927898,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2142,567029,-0.2686222097588897,0,1,0,0.0,0,0,1.0,1.0,0,0,0,0.0
2143,567032,-0.0582052793216949,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2144,567035,0.783462442427084,0,1,0,1.0,0,0,0.0,0.0,0,0,0,2.0
2145,567037,-0.8297340242580756,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2146,567044,0.222350627927898,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
2147,567045,4.4306892366717925,0,0,1,0.0,0,0,0.0,1.0,0,0,0,3.0
2148,567047,0.9237403960518804,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2149,567048,0.2924896047402963,0,1,0,1.0,0,0,0.0,1.0,0,0,0,3.0
2150,567053,0.6431844888022875,0,1,0,0.0,0,0,1.0,1.0,0,0,0,3.0
2151,567060,0.502906535177491,0,1,0,0.0,0,0,1.0,1.0,0,0,0,4.0
2152,567061,-0.1283442561340932,0,1,0,0.0,0,0,0.0,1.0,0,0,0,1.0
2153,567062,-0.3387611865712879,0,1,0,0.0,0,0,0.0,1.0,0,0,0,4.0
2154,567063,0.502906535177491,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2155,567064,0.8536014192394822,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2156,567066,-0.2686222097588897,0,1,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2157,567068,-0.8297340242580756,0,1,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2158,567070,-0.8297340242580756,1,0,0,0.0,0,0,0.0,1.0,0,0,0,2.0
2159,567072,-0.7595950474456774,1,0,0,0.0,0,0,0.0,1.0,0,0,0,3.0
2160,567073,-0.5491781170084826,1,0,0,0.0,0,0,0.0,1.0,0,0,0,4.0
